Sl,"Consignor GST",Name,Address,"Consignee GST",Name,Address,"Date of Booking","Date of Delivery","No. of items",Commodity,"Goods Value(Rs.)"
1841,37AFVPT1004P1ZR,"S.V.TRADING CO",VJA,37AHYPM4683J1ZC,"LAXMI NARAYANA GLASS WARE",RAMACHANDRAPURAM,2018-02-22,2018-02-24,1,homeneeds,3717
1842,37aivpr1931l1zi,"royal industrial suppliers",vja,37crqpm6550e1ze,"padma surya engineering",kkd,2018-02-22,2018-02-24,1,"SPARE PARTS",6773
1843,37AEPPK9583H1ZP,"VIJAYA TRADERS",VIJAYAWADA,37BROPG6466N1ZX,G.SAMBASIVARAO,PTPM,2018-02-22,2018-02-24,6,DALL,9600
1844,37ABPFPR0794J1Z6,"SURYA PAPER MART",VJA,743808896443,"SRI RADHAKRISHNA BOOKS",RCOM,2018-02-22,2018-02-24,6,PAPERS,23000
1845,37AJFPG4785J1ZT,"LAXMI PLYWOOD",VIJAYAWADA,37AACHK9014Q1ZQ,"KOMMISETTY VEERA RAJU SONS",DRAKSHARAMAM,2018-02-22,2018-02-24,30,"PLY WOODSHEESTS",9922
1846,37AKBPP3194M1ZN,"SRI PLYWOOD HOUSE",VIJAYAWADA,37AJDPD3350L1ZB,"SRI VASAVI E/P",GLPL,2018-02-22,2018-02-24,4,"SUNGLASS BUNDLES",16086
1847,37ABHPJ2142E1Z1,"VIBHU AUTOMOBILES",vja,37bsxps0069k1zt,"maruthi automobiles",kkd,2018-02-22,2018-02-24,1,a/m,3023
1848,37BPSPK5588P1ZK,"DHANALAKSHMI M/A",VJA,37ADKFS6775K1Z6,"SAI RAM M/D",MDPT,2018-02-22,2018-02-24,2,MEDICAL,40825
1849,37ACRPK4775B1ZB,"SURAJ LIGHT CORPORATION",VJW,37CTAPS3811C1ZY,"HERO ELE GENARALS",RAMACHANDRAPURAM,2018-02-22,2018-02-24,4,LIGHTS,5499
1850,37ABHPJ2142E1Z1,"VIBHU AUTOMOBILES",vja,34awdpb5610j1zy,"sri gayatri auto spares",kkd-yanam,2018-02-22,2018-02-24,1,a/m,4536
1851,37AAKFD4988N1ZI,"DEVGURU ELECTRICALS",VIJAYAWADA,37BTLPR8876E1ZU,"AMBICA ELECTRICALS & SANITARY",RAMACHANDRAPURAM,2018-02-22,2018-02-24,3,ELECRICALS,3129
1852,37ABYPM1012D1ZS,"NAVAKAR S/T",VJA,37BKHPR7345R1Z3,"SAI BOOKS &STATIONERY",PDPM,2018-02-22,2018-02-24,5,STATIONERY,9622
1853,37ABFFS4447R1ZC,"SRI MAHAVEER SALES",VJW,37ARJPM5093M2Z1,"LAXMI FANCY & GENERAL STORES",JAGGAMPETA,2018-02-22,2018-02-24,5,FANCY,7846
1854,37ABYPM1012D1ZS,"NAVAKAR S/T",VJA,37ADXPP9471GIZL,"SRINIVASA EMPORIYAM1",PTPM,2018-02-22,2018-02-24,1,BOOKS,2230
1855,37ABNPU5369A1Z9,"CITY AGENCIES",VIJAYAWADA,37AAFFL1414Q1Z2,"LAKSHMI PRASANNA H/W","ANAPARTHI,MANDAPETA",2018-02-22,2018-02-24,3,PVCFITTINGS,22630
1856,37aijpc0925f1zm,"vijay gift shopee",vja,37abkpv0096l1zy,"sai sindhu stores",kkd,2018-02-22,2018-02-24,5,fancy,33396
1857,37AIFPM3126L1Z4,"GOPALA KRISHNASTEEL",VJW,217620314544,"BALAJI METAL STORES","PRATHIPADU,YELESWARAM",2018-02-22,2018-02-24,1,STEEL,5601
1858,37AKZPM6887E1Z5,"RSI JAGADAMBA E/P",VJW,37BGNPM4322D1ZH,"A.R ENTERPRISES",MANDAPETA,2018-02-22,2018-02-24,1,CCF,9312
1859,37AMQPP9858D1Z8,"SRI DOOR LAM HOUSE",VJA,37AEWPB5026P1ZW,"VINAYAKA PLAYWOOD",KKD,2018-02-22,2018-02-24,1,plywood,5900
1860,37AASCS8557Q1ZZ,"SATYA HOME APPLINCES",VJA,37648840581156,"LAXM GANAPATHI METAL &H/N",PTPM,2018-02-22,2018-02-24,10,FANS,7944
1861,37AHNPP1428M2ZS,"SRI MARKETING",vja,37abrpj9303k1z5,"plywood home",kkd,2018-02-22,2018-02-24,1,plywood,2814
1862,37ALFPK3653F1Z5,"SRI KRISHNA METAL IND",VIJAYAWADA,37BXQPK4569Q1Z9,"SRI DURGA GENERAL STORE",MANDAPETA,2018-02-22,2018-02-24,1,STEEL,7236
1863,37ALFPK3653F1Z5,"SRI KRISHNA METAL IND",VIJAYAWADA,37ANNPT0496P1ZW,"NAGADURGA METALS",ANAPARTHI,2018-02-22,2018-02-24,1,SSBORAM,7284
1864,37AAJFK4327M1ZX,"KUBERA D/M",TENALI,37AEGPT3605K1Z4,"SRI RAMA KRISHNA A/G",GLPL,2018-02-22,2018-02-24,15,DALL,43028
1865,37BPLPP2358P1ZO,"VIVEKANANDA TRADING COMPANY",VJW,,"CHINNA REDDY",ANAPARTHI,2018-02-22,2018-02-24,1,"ELECTRICAL GOODS",17464
1866,37bpkpp5818p1zy,"radhakrishna electronics",vja,,"krishna kalyan",kkd,2018-02-22,2018-02-24,2,electrical,170000
1867,37aevps1565d1z1,"ambica enterprises",vijayawada,37AYGPS7619K1ZP,"SRI PADMA SRINIVASA SANITARY & PLYWOOD CENTRE",MANDAPETA,2018-02-22,2018-02-24,4,"PLY WOODSHEESTS",7391
1868,37aezpd5129a1z1,"jaggs and company",vja,37AABFG9822D1ZI,"GODAVARI RICE MILL STORES",KAKINADA,2018-02-22,2018-02-24,1,"rice mill item",9400
1869,37ABCFM3472F1ZB,"MEENAKSHI POLYMERS",VJA,37AMGPJ6096F1ZS,"JANANI E/P",PITTAPURAM,2018-02-22,2018-02-24,1,DISPOSOLE,1322
1870,37AHNPP1428M2ZS,"SRI MARKETING",vja,37AIXPS6551P1ZX,"KUMAR ENTERPRISES",MANDAPETA,2018-02-22,2018-02-24,1,SUNGLASS,4378
1871,37ACSPT6442M1ZM,"HARI HARI SUTHA AYYAPPA TEXTILES",VIJAYAWADA,37ELRPS5228A1ZS,"KAYANJALI SAREES",JAGGAMPETA,2018-02-22,2018-02-24,1,CLOTH,27264
1872,37adopi9615a2zi,"sri venkateswara laminates",vja,37aahfl0469r1zl,"lotus colour lab and studio",kkd,2018-02-22,2018-02-24,8,"wood mdf",7826
1873,37ACXPH4607B1ZL,"AJUS ELECTRIC",VJW,691949500305,"TIRUMALA ELECTRICALS & GENERAL STORES",JAGGAMPETA,2018-02-22,2018-02-24,3,"ELECTRICAL GOODS",9107
1874,37adopi9615a2zi,"sri venkateswara laminates",vja,,"sai lavanya lamination",kkd,2018-02-22,2018-02-24,3,"wood mdf",3122
1875,37ABYPD3236E1ZL,"DOKUPARTHI SALES CORP",VJA,37ALUPD4790P1Z4,"KUMARI OFFSETS PRINTERS",RAYAVARAM,2018-02-22,2018-02-24,1,CCF,2150
1876,37adopi9615a2zi,"sri venkateswara laminates",vja,37cizps2261l1za,"sri raghava laminations",kkd,2018-02-22,2018-02-24,2,"wood mdf",2602
1877,37AADCS1715L1Z9,"SREE VENKATESWARA E/P PVT LTD",VJA,37ADHFS5019F1Z1,"SRI MARUTHI SYNDICATE",PTPM,2018-02-22,2018-02-24,0,"IRON PIPES",212015
1878,37APLPG3032N1ZP,"SIVANI MEDICAL A/G",VJA,37ADKFS6775K1Z6,"SAI RAM M/D",MDPT,2018-02-22,2018-02-24,7,MEDICAL,40064
1879,37ailpk5307k1zz,"metro general stores",vja,37aghpc6960c1zk,"sree ganesh sports",kkd,2018-02-22,2018-02-24,1,"sports item",16200
1880,37AFMPG1052P1Z5,"MAHAVEER DOORS",VIJAYAWADA,37ADIFS4790A1ZY,"MANJUNADHA ENTERPRISES","G.MAMIDADA MANDAPETA",2018-02-22,2018-02-24,2,P/W,1321
1881,37ACHPM2173K1ZC,"DELUXE PIPES AGENCY",VJA,37BRGPD2988C1ZS,"KANAKA DURGA E/P",PTPM,2018-02-22,2018-02-24,2,"PVC FLUSH",8035
1882,37AERPS3165H1ZX,"SURYA AGENCIES",VIJAYAWADA,37ARYPG2165M1Z2,"SRI SAI KRISHNA SANITARY WARE & GENERAL STORE",MANDAPETA,2018-02-22,2018-02-24,1,"SANITARY WARE",4023
1883,37aixpp3650j1zi,"suresh paper a/g",vja,,"blessy graphics",kkd,2018-02-22,2018-02-24,1,`paper,2100
1884,37ABYPD3242Q1ZY,"BALAJI WIRE NETTING STORE",VJA,37AACHK9014Q1ZQ,"KOMMISETTY VEERA RAJU SONS",DRAKSHARAMAM,2018-02-22,2018-02-24,1,MESS,3754
1885,37AQIPK7866J1Z4,"SREE KANAKA DURGA AGENCIES",VJW,,"TIRUMALA JUICE",RCPM,2018-02-22,2018-02-24,1,PACHARI,6164
1886,37AIDPM4382N1ZQ,"SIDDHARTHA BEEDING CENTER",VIJAYAWADA,37BNRPR1018Q1Z7,"AMBICA PLYWOOD & HARDWARE",RAMCHANDRAPURAM,2018-02-22,2018-02-24,1,H/W,2655
1887,37AEFPB0233B1ZF,"MANOJ ENTERPRISES",VIJAYAWADA,37BBUPJ7662K1ZR,"MAHADEV ELECTRICAL & GENERAL",MANDAPETA,2018-02-22,2018-02-24,1,"ELECTRICAL GOODS",1621
1888,37ADAFS3312G1ZE,"SRI HNUMAN PLYWOOD",VIJAYAWADA,37BKGPD4742M1ZX,"SRI TIRUMALA H/W&G/S",PTPM,2018-02-22,2018-02-24,34,PLYWOOD,17879
1889,37ATWPK5037G1Z8,"MADHUKAR ELE",VJA,710329754260,M.VENKATESWARARAO,G.MAMIDADA,2018-02-22,2018-02-24,1,ELE,3833
1890,37AJAPC5492M1ZY,"K.K. ENTERPRISES",VIJAYAWADA,37ARXPV0777H1ZT,"GOPAL KRISHNA ELECTRICAL",MANDAPETA,2018-02-22,2018-02-24,1,"ELECTRICAL GOODS",5400
1891,37AEVPK2514G1ZC,"RAMAANI ELECTRICAL",VJA,37ADUPL0673K1ZX,"SRI SAI DURGA AGENCIES",MDPT,2018-02-22,2018-02-24,6,ELE,16174
1892,37AHGPJ2241R1ZZ,"HINDUSTAN PLASTIC",VJA,37bwspb4375b1z8,"bhavani plastic",ptpm,2018-02-22,2018-02-24,8,PLASTICOVERS,21415
1893,37AMUPM0896N1ZY,"AMAR SOFTTOYS",VIJAYAWADA,37AMVPS7281C1ZD,"NEW SUPERLAND",RAMACHANDRAPURAM,2018-02-22,2018-02-24,3,TOYS,5469
1894,37AGZPS2030F2Z2,"RAVIKANTH A/G",VJA,37PTNPK6569B1ZB,"SRI SAI SANJANA A/G",RJY,2018-02-22,2018-02-24,5,AGARBTHI,27128
1895,37ADXPJ7496F1ZO,"MARUDHAR ELE",VJA,37BJFPC0518V1ZV,"RAJESWAR ELE",RCPM,2018-02-22,2018-02-24,2,ELE,1915
1896,37AEVPK2514G1ZC,"RAMAANI ELECTRICAL",VJA,37BTLPR8876E1ZU,"AMBICA ELECTRICALS & SANITARY",RAMACHANDRAPURAM,2018-02-22,2018-02-24,6,ELE,14741
1897,37ABCFM4414B1ZR,"MULTI P/M",VJA,37AHLPG1105A1Z3,"SAI MEDICALS",PTPM,2018-02-22,2018-02-24,9,MEDICAL,41457
1898,37BQKPS4867C1ZD,"SILCONPOWER PRODUCTS",VIJAYAWADA,,"VENKATA REDDY",ANP,2018-02-22,2018-02-24,1,BATTERY,13500
1899,37abhpj2127p1zd,"rajadhani paper suppliers",vja,37AUXPM4922G1Z3,"JEELANI OFFSET PRINTERS",KKD,2018-02-22,2018-02-24,1,PAPER,2150
1900,37AABCT9862B1Z7,"PARIJAT INDUSTRIES (INDIA) PVT. LTD","GOLLAPUDI, VIJAYAWADA",37AWTPG6125F1ZC,"SRI LAKSHMI A/G",UPPADA,2018-02-22,2018-02-24,1,PESTICIDS,3752
1901,37AXIPB3093M1Z6,"LAKSHMI GANAPATI P/W",MANGALAGIRI,37AYGPS7619K1ZP,"SRI PADMA SRINIVASA SANITARY & PLYWOOD CENTRE",MANDAPETA,2018-02-22,2018-02-24,10,"PLY WOODSHEESTS",6868
1902,37aoxpa7562c1zp,"vijaya sai h/w",vja,34ASEPN4850D1ZY,"SRI VEERESWARA TIMBER DEPO",KKD,2018-02-22,2018-02-24,3,H/W,17836
1903,37AJJPS0605F1ZB,"GHANSHYAM INDUSTRIES",VIJAYAWADA,37BPKPM4806C1ZY,"SRI SRINIVASA EMPORIEM",ANP,2018-02-22,2018-02-24,1,SSBORAM,8467
1904,37ASYPS1166K1ZT,"SRI SAMBASIVA IRON &H/W STORES",GNT,37AFYPG2059R1ZI,"G.SAI VENKATESH",,2018-02-22,2018-02-24,1,H/W,1500
1905,37AJJPS0605F1ZB,"GHANSHYAM INDUSTRIES",VIJAYAWADA,37ADDFS5602C1ZE,"SRI SAINADH STEELS",ANAPARTHI,2018-02-22,2018-02-24,3,SSBORAM,16464
1906,37ABIPR3916P1ZX,"GAYATRI AUTODISTRIBUTORS",VJA,34awdpb5610j1zy,"sri gayatri auto spares",kkd-yanam,2018-02-22,2018-02-24,3,`A/M,61429
1907,37AARPF6082C1ZM,"RAJENDRA AGENCIES",VJD,37BTLPR8876E1ZU,"AMBICA ELECTRICALS & SANITARY",RAMACHANDRAPURAM,2018-02-22,2018-02-24,3,ELE,1058
1908,37ADRPJ8164A1ZD,"MAHAVEER MARKETING",VIJAYAWADA,37CTAPS3811C1ZY,"HERO ELE GENARALS",RAMACHANDRAPURAM,2018-02-22,2018-02-24,1,ELE,7270
1909,37AIDPM4382N1ZQ,"SIDDHARTHA BEEDING CENTER",VIJAYAWADA,37ASOPG1837D2ZR,"SRI LAXMI PLYWOOD",KKD,2018-02-22,2018-02-24,2,PLYWOOD,12839
1910,37ALYPB6507A1Z6,"SURESH FANCY CENTRE",VIJAYAWADA,37PLATM6804G1ZV,M.SURIBABU,YLSM,2018-02-22,2018-02-24,5,PLASTIC,4000
1911,37AFOPD7339E1ZB,"VIJETHA INDUSTRIES",VZA,37ACAPI1549N1ZF,"SRI SRINIVASA METAL",YLSM,2018-02-22,2018-02-24,3,SSBORAM,24796
1912,37AABCC4501C1ZC,"COMPAGE COMPUTERS PVT LTD",VJA,37AADFC9288R1ZF,"CITY COMPUTERS",RJY,2018-02-22,2018-02-24,1,SPEAKERS,6300
1913,37AFOPD7339E1ZB,"VIJETHA INDUSTRIES",VZA,886880073408,"SIVA SAI METAL STORES",YLSM,2018-02-22,2018-02-24,2,SSBORAM,12240
1914,37AABCC4501C1ZC,"COMPAGE COMPUTERS PVT LTD",VJA,37AKMPM9549A1ZT,"ROYAL COMPUTERS AND COMMUNICATION",RJY,2018-02-22,2018-02-24,1,SCANNER,10800
1915,37AAEFC2367E1ZN,"CITY ENGNEERING CO",VJA,37CIPPK7723M1ZH,"HARISHINI VIJAYALAKSHMI AUTO MOBILE ANA GENERAL STORE",YELESWARAM,2018-02-22,2018-02-24,2,MOTORS,15563
1916,37AGUPK0814A2ZL,"SAINATH AGENCIES",VIJAYAWADA,37AEMPY7989J1Z3,"YERUKONDA HOMENEEDS AND ELEC",RTY,2018-02-22,2018-02-24,1,ELECTRICAL,3950
1917,37AIYPP3471A1ZX,"ROLEX CARD CENTRE",VJA,37AAAFV9616RIZB,"VINAR PAPER MART",KKD,2018-02-22,2018-02-24,1,PAPER,23210
1918,37ARDPG1550B1ZF,"SRI VENKATESWARA POWER SOLUTIONS",GUNTUR,,"MAHABOOB B/W",MDPT,2018-02-22,2018-02-24,1,"MOTOR,BATTARI",2360
1919,37AGXPN3468J1ZH,"KIALYANI E/P",VJA,37AHXPR8677G1Z5,"SRI LAKSHMI SRINIVASA IRON H/W 7 general stores",yeleswaram,2018-02-22,2018-02-24,1,H/W,4425
1920,37ABNPU5369A1Z9,"CITY AGENCIES",VIJAYAWADA,37AAAFU7687H1ZM,"USHASREE STEEL SYNDICATE",RJY,2018-02-22,2018-02-24,3,"PVC BOLTS",41640
1921,37AADFM1657L1Z0,"MAHAVEER TRADE CENTRE",VIJAYAWADA,37AARPV7268C1Z0,"SRI SATYANARAYANA G/S",PDPM,2018-02-22,2018-02-24,2,CARDS,8915
1922,37AATFS5030K1ZF,"SURYA TRACTOR SPARES",VJD,37DYLPS5156N1ZP,"MBS ELE& A/M",JGMPT,2018-02-22,2018-02-24,5,A/M,13502
1923,37ASXPS5058F1ZY,"SELEMP PHARMA E/P",VJA,37AJDPT2175R1ZE,"SRI LAKSHMI GANAPATHI M/A",RJY,2018-02-22,2018-02-24,1,MEDICAL,1180
1924,37AADFM1657L1Z0,"MAHAVEER TRADE CENTRE",VIJAYAWADA,37ARBPG0501G2ZH,"ACHATYA SAIFANCY STOERS",PDPM,2018-02-22,2018-02-24,2,CARDS,8915
1925,37cuspm9206q1zi,"reva plastic",vijayawada,682317965689,"SRI SURYA HOME NEEDS","TAMARADA,JGMPT",2018-02-22,2018-02-24,2,PLASTIC,3866
1926,37ACHFS9753M1Z7,"SHIVA SAI PLYWOODS",VUJAYAWADA,37AZUPB1751S1ZA,"SRI LAXMI KALYANI T/R",PDPM,2018-02-22,2018-02-24,9,PLYWOOD,4190
1927,37ACDPN4172H1ZJ,"SRI DURGA TRADERS",VJA,37acopk2002l1zl,"raja rubbers",rjy,2018-02-22,2018-02-24,2,f/w,24696
1928,37AFFPV7160L1ZS,"VENKATESWARA T/C",VJA,730295869953,"ADITYA BOOKS&stationary",JGMPT,2018-02-22,2018-02-24,3,BOOKS,3234
1929,37ACHFS9753M1Z7,"SHIVA SAI PLYWOODS",VUJAYAWADA,37BSKPB2363N1ZG,"BOKAM APPARAO TRADERS",PDPM,2018-02-22,2018-02-24,3,PYLWOOD,1396
1930,37AFDPS4061D1ZK,"BAKSHI MOTERS",MANDAPETA,37BUDPA5798P1ZV,"SRI DEVI SATYA SRINIVASA A/M",JGMPT,2018-02-22,2018-02-24,2,A/M,8139
1931,37ABOFS8689Q2ZK,"SR BOOK LINKS",Vijayawada,,"SRI MANIKANTA B/C",RJY,2018-02-22,2018-02-24,2,BOOKS,17280
1932,37ACBPL0946K1ZI,"MANGILAL PLASTIC CENTRE",VJA,37ACGPP0541F1ZT,"SRI DEVI TRADERS",PDPM,2018-02-22,2018-02-24,2,COVERS,8496
1933,37AIDPM4382N1ZQ,"SIDDHARTHA BEEDING CENTER",VIJAYAWADA,37ACJPR1034L1ZD,"RAMESH PLYWOODS",RJY,2018-02-22,2018-02-24,4,"WOOD BEEDING",7375
1934,37ACSPT6442M1ZM,"HARI HARI SUTHA AYYAPPA TEXTILES",VIJAYAWADA,37ELRPS5228A1ZS,"KAVYANJALI SAREES",JAGGAMPETA,2018-02-22,2018-02-24,1,CLOTH,25678
1935,37AIDPM4382N1ZQ,"SIDDHARTHA BEEDING CENTER",VIJAYAWADA,37AERPT7054E1ZY,"RAJA HARDWARE",RJY,2018-02-22,2018-02-24,1,"WOOD BEEDING",2832
1936,37ACSPT6442M1ZM,"HARI HARI SUTHA AYYAPPA TEXTILES",VIJAYAWADA,37ELRPS5228A1ZS,"KAVYANJALI SAREES",JAGGAMPETA,2018-02-22,2018-02-24,1,CLOTH,41680
1937,37AARPV7132K1ZW,"SRI GOPALAKRISHNA T/R",VJA,537705591990,"K .SURI BABU",PDPM,2018-02-22,2018-02-24,1,FABRIC,1190
1938,37awvps4747d1zu,"solar beeding house",vja,37BGAPJ3457M1Z4,"MARUTHI PLYWOOD GLASS & HARDWARE",JAGGAMPETA,2018-02-22,2018-02-24,3,P/W,11215
1939,37AIDPM4382N1ZQ,"SIDDHARTHA BEEDING CENTER",VIJAYAWADA,37AGIPP8125H1Z3,"SRI RAJARAJESWARI H/W",RJY,2018-02-22,2018-02-24,3,"WOOD BEEDING",7847
1940,37akgpb8257n1zo,"Bezawada aqua solutions",vja,,MURTHY,JGMPT,2018-02-22,2018-02-24,2,"SIM HOUSING",2950
1941,37AACFL7536Q1ZM,"LUNIA & LAL WIRENETTING INDUSTRIES",VJW,37APDPR8090C1ZO,"AMBICA PLYWOOD & H/W",SMKT,2018-02-22,2018-02-24,1,MESH,16107
1942,37AIDPM4382N1ZQ,"SIDDHARTHA BEEDING CENTER",VIJAYAWADA,37BMXPB1078F1Z4,"VIJAYALAKSHMI E/P",RJY,2018-02-22,2018-02-24,3,"WOOD BEEDING",7906
1943,37AGUPK0915C1ZG,"PARADISE LEATHER WEAR",VIJAYAWADA,808793125161,"SUNITHA SHOE MART",JGMPT,2018-02-22,2018-02-24,5,FOOT/W,30414
1944,37ADSPK7211L1Z2,"ANURADHA STATIONERY",VJW,295064908711,"VENKATESWARA BOOK CENTRE",MDPT,2018-02-22,2018-02-24,1,SLATS,1812
1945,37adopi9615a2zi,"sri venkateswara laminates",vja,37AAIFS1154R1ZL,"SRI  SIVARAMA COLOUR LAB",RJY,2018-02-22,2018-02-24,2,"WOOD MDF",2082
1946,37BNXPK3636F1ZJ,"MANIKANTA INDUSTRIES",VJA,37ATQPD8916R1Z0,"SRI RAMA KRISHNA POLYTHEN&G/S",PDPM,2018-02-22,2018-02-24,1,COVERS,7788
1947,37AXRPS4704M1ZO,"VARDHAMAN LAMINATE HOUSE",VIJAYAWADA,37BNRPR1018Q1Z7,"AMBICA PLYWOOD & HARDWARE",RAMCHANDRAPURAM,2018-02-22,2018-02-24,1,P/W,2352
1948,37BECPS3026M1Z8,"MAHESH A/G",VJA,37AHNPM8509L1ZM,"SRI VENKATESWARA TRADERS",MANDAPETA,2018-02-22,2018-02-24,2,GUM,24640
1949,37AAGHR1838F1Z2,"SOUTHERN TRADING CO",VJA,37AEEPP6211J1ZF,"SRI VISAKHA GRAPHICS",RJY,2018-02-22,2018-02-24,3,PAPER,22950
1950,37AEUPN7833G1ZU,"SRI BHASKARA CORPORATION",VJA,37BPTPG3423E1ZW,"SIDDHARTHA A/G",SMKT,2018-02-22,2018-02-24,3,MARKER,13664
1951,37AIDPM4382N1ZQ,"SIDDHARTHA BEEDING CENTER",VIJAYAWADA,37BNRPR1018Q1Z7,"AMBICA PLYWOOD & HARDWARE",RAMCHANDRAPURAM,2018-02-22,2018-02-24,2,SUNGLASS,8029
1952,37AIDPM4382N1ZQ,"SIDDHARTHA BEEDING CENTER",VIJAYAWADA,37ADIFS4790A1ZY,"MANJUNADHA ENTERPRISES","G.MAMIDADA MANDAPETA",2018-02-22,2018-02-24,2,SUNGLASS,6343
1953,37AHLPG2866L1ZU,"GOEL PLYWOOD CENTRE",VJA,37BBHPS4398N1ZM,"DEVI GLASS AND PLYWOOD",RJY,2018-02-22,2018-02-24,5,H/W,10326
1954,37ALBPM0977G1Z0,"ANJANEYA HERBALS",VJA,,"GEETHA HERBALS",SMKT,2018-02-22,2018-02-24,1,POWDER,2035
1955,37aevps1565d1z1,"ambica enterprises",vijayawada,37AYGPS7619K1ZP,"SRI PADMA SRINIVASA SANITARY & PLYWOOD CENTRE",MANDAPETA,2018-02-22,2018-02-24,23,"PLY WOODSHEESTS",26188
1956,37ABSPT2733J1Z0,"LAKSHMI MILL STORES",VIJAYAWADA,37ABPPB1539B1Z0,"SRI SRINIVASA MILL STORES",MANDAPETA,2018-02-22,2018-02-24,1,IRON,3946
1957,37AZIPN1248E1ZE,"FORTUNE ALUMINIUM",VJA,,"S.S  ALUMINIUM",RJY,2018-02-22,2018-02-24,3,A-SECTION,10124
1958,37ARSPK5624K1Z6,"M M PLASTICS",VJA,37ATQPD8916R1Z0,"SRI RAMA KRISHNA POLYTHEN&G/S",PDPM,2018-02-22,2018-02-24,2,COVER,3192
1959,37aacck6385p2zp,"kalanikethan silks pvt ltd",kkd,37aacck6385p2zp,"kalanikethan silks pvt ltd",kkd,2018-02-22,2018-02-24,3,CLOTH,25075
1960,37AADCP9171H1Z3,"PREVENTIS CHEM INDIA P LTD",VJA,37AZDPN4464D2ZC,"SRI LAKSHMI VENKATESWARA A/G",RCPM,2018-02-22,2018-02-24,6,OIL,35223
1961,37AMSPP0670P1Z5,"VIJAYA METALS",GNT,37AAHFM8694B1ZY,"MOHAN INDUSTREIS",SAMARLAKOTA,2018-02-22,2018-02-24,1,"STEEL ITEM",4704
1962,37ASSPM9218L1ZU,"SRI MAHALAKSHMI TRADERS",VJW,37ATQPD8916R1Z0,"SRI RAMA KRISHNA POLYTHEN&G/S",PDPM,2018-02-22,2018-02-24,2,COVERS,3808
1963,37AADCS4033M1Z6,"SAPTHAGIRI CAMPHOR LTD",VJA,37AEGPR5670F1Z7,"KRISHNA KAVERI POOJA PRO",RAYAVARAM,2018-02-22,2018-02-24,4,S.SHEETS,72641
1964,37ABCFM3472F1ZB,"MEENAKSHI POLYMERS",VJA,37ARGPD3521Q1ZL,"GUPTA G/S",PDPM,2018-02-22,2018-02-24,4,COVERS,5605
1965,37BRPPK4455G1ZE,"NOOR AND COMPANY",VJA,37BYFPS9481R2Z2,"VENUS STICKTERS&PRINTING",RJY,2018-02-22,2018-02-24,10,STICKERROLLS,10030
1966,37ABCFM3472F1ZB,"MEENAKSHI POLYMERS",VJA,37ACGPP0541F1ZT,"SRI DEVI TRADERS",PDPM,2018-02-22,2018-02-24,2,COVERS,7823
1967,37BLOPS9070G1ZE,"SRI VIGHNESWAR OLD SPRINGS",VIJAYAWADA,37APAPN8866N1Z1,"SAI SELESHA ENG IND",RCPM,2018-02-22,2018-02-24,8,"TRACTOR SPARES",6000
1968,37ABFPL8701P1Z5,"PRASAD CLUTCH CENTRE",VJA,,CH.PRAVEEN,RCPM,2018-02-22,2018-02-24,2,A/M,12750
1969,37AGUPK0813H1Z9,"SRI DHANALAKSHMI MARKETING",VIJAYAWADA,37ABQFS0625N1ZL,"SRI MANIKANTA TRADING COMPANY",PDPM,2018-02-22,2018-02-24,1,FAN,4200
1970,37ACDPV7844C1ZC,"KPR IND",VJA,37AAOFS3204AL1ZW,"SRI LAKSHMI POULTRY MEDICAL",ANP,2018-02-22,2018-02-24,4,"C.VET POWADER",12960
1971,37AANFV0057H1ZY,"VC PRODUCTS",VJA,37ASDPA3881E1ZZ,"RK G/S",SMKT,2018-02-22,2018-02-24,1,PUDDING,941
1972,37AEWPA6621F1ZF,"SRI VENKATESWARA AUTO ELE",VJA,931571367688,"K.ANIL SIVA KUMAR",MDPT,2018-02-22,2018-02-24,1,A/M,4861
1973,37AASCS8557Q1ZZ,"SHYAM HOME APPLINCES",VJA,37CADPP5489H1Z5,"LALITHA E/P",DIVILI,2018-02-22,2018-02-24,2,"HOME NEEDS",4199
1974,37AAZPC9851G1Z2,"RAMESH AUTO A/G",VJA,37ADOPD9903G2ZC,"SREE SUDHA A/S",MANDAPETA,2018-02-22,2018-02-24,1,A/M,5959
1975,37AKCPA4253D1ZQ,"SAMBHAV INTERNATIONAL",VJA,37APQPN9257D1ZB,"LIGHTS  N  LAMPS",RJY,2018-02-22,2018-02-24,4,"LED LAMP",19824
1976,37BECPS3027L1Z9,"OM PACKGINGS",VJW,554897649260,"D.SAI KRISHNA",PDPM,2018-02-22,2018-02-24,3,COVERS,8950
1977,37ASSOS8126K2ZS,"SAHNI AUTO A/G",VJA,37ADOPD9903G2ZC,"SREE SUDHA A/S",MANDAPETA,2018-02-22,2018-02-24,1,A/M,1895
1978,37AAFFM3310G1ZN,"MAHAVEER E/P",VJA,37BUMPK3448R1ZP,"JAYALAKSHMI ELE&G/S",SMKT,2018-02-22,2018-02-24,2,"ELECTRICAL GOODS",30522
1979,37acdpl1050g1z0,"nandini automotives",vijayawada,37AJFPV2525F1Z5,"SREE DIVYATEJA A/M",RJY,2018-02-22,2018-02-24,3,A/M,34623
1980,37ALFPR4662M1ZG,"CHARAN CHEMICALS",VJA,37AERPS3078R1Z8,"SRI SUREY SUBBARAO &CO",PEDDAPURAM,2018-02-22,2018-02-24,50,"SODA ASH",27500
